filepath,song_id,track_id,artist_name,title,release,text_blob,weak_label,audio_vec
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\M\TRAIMXZ128F92E162F.h5,SOHDXPG12AAA8C5AE7,,Los Ninos De Sara,Lioraras,Espana tiene sabor,Los Ninos De Sara Lioraras Espana tiene sabor,Los Ninos De Sara,"[ 2.2658566e+02  1.1502100e+02 -6.1950002e+00  6.0000000e+00
  0.0000000e+00  4.0000000e+00  4.7323437e+01  1.6242914e+01
 -1.7506636e+01  3.6558907e+00  7.4416342e+00 -7.5555797e+00
  8.6318226e+00 -6.1593313e+00  1.4132653e-01 -1.2659509e-01
 -1.3713281e+00  9.4963980e+00  5.4365311e+00  2.9755039e+01
  4.1834282e+01  3.5796539e+01  2.5426584e+01  3.0843447e+01
  1.9018320e+01  1.8908504e+01  1.7596024e+01  1.5650483e+01
  1.6584728e+01  1.6566399e+01  5.5399835e-01  6.9768977e-01
  4.1907674e-01  3.4790775e-01  4.7265062e-01  4.4836408e-01
  5.1292652e-01  4.2283919e-01  4.5612654e-01  4.0071511e-01
  3.1527346e-01  3.5692081e-01  3.1945148e-01  3.0601966e-01
  2.4265346e-01  2.4831329e-01  3.3664858e-01  3.0338782e-01
  3.3104208e-01  3.0030137e-01  2.7364093e-01  2.7630606e-01
  2.7884495e-01  3.2159701e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\N\TRAINDN12903CE77F1.h5,SOEHEFW12A8C143C20,,The Gentle Good,Hiraeth am Feirion,While You Slept I Went Out Walking,The Gentle Good Hiraeth am Feirion While You Slept I Went Out Walking,The Gentle Good,"[ 4.00482819e+02  8.51179962e+01 -1.64890003e+01  2.00000000e+00
  0.00000000e+00  5.00000000e+00  3.48020058e+01 -9.12213516e+01
 -3.58820038e+01 -1.98172607e+01 -2.20383716e+00 -1.20904951e+01
  3.57261777e+00 -4.96780348e+00  3.00245595e+00 -2.86361456e+00
 -1.30316401e+00  9.36181259e+00  7.90174961e+00  5.08021622e+01
  4.32458878e+01  3.74076843e+01  2.76830330e+01  2.77716331e+01
  2.33363152e+01  2.11851883e+01  1.98711166e+01  1.89505672e+01
  1.62940865e+01  1.69628582e+01  1.38136804e-01  1.89706847e-01
  5.66144407e-01  1.00920737e-01  2.47467965e-01  2.67072737e-01
  1.16710097e-01  3.01686198e-01  1.11082517e-01  4.18706834e-01
  1.08239956e-01  6.32714406e-02  2.16757983e-01  2.36690313e-01
  4.14736152e-01  1.15178056e-01  3.19930077e-01  3.36565256e-01
  1.36419877e-01  3.22715193e-01  1.26877740e-01  3.40479553e-01
  1.75750345e-01  1.26809925e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\N\TRAINFW128F42555CA.h5,SOMMLVL12A8C132438,,Small Faces,Saylarvee (LP Version),Playmates,Small Faces Saylarvee (LP Version) Playmates,Small Faces,"[136.88118    115.745      -14.946        0.           1.
   1.          38.44964    -91.1764      43.01284     10.021978
 -17.03942     -2.5643022    9.612376     3.2144403  -18.270378
  -9.1694765    2.337949    -4.283717     4.693133    43.099735
  39.362034    31.622751    30.932571    25.702435    26.22335
  19.636084    19.9352      15.530926    15.104765    16.757282
   0.476117     0.38194254   0.48748085   0.34114468   0.41138935
   0.4574532    0.41562977   0.5661383    0.261683     0.31958723
   0.20886596   0.2783702    0.3296135    0.25744644   0.31500965
   0.26919582   0.29338488   0.32939497   0.26657224   0.32963467
   0.19650735   0.25520334   0.19669165   0.220566  ]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\N\TRAINGP12903C956AD.h5,SOCYCFF12AB0188824,,Jimmy Riley,Conversation,Love Canticle,Jimmy Riley Conversation Love Canticle,Jimmy Riley,"[ 2.2580200e+02  1.6567000e+02 -7.2839999e+00  5.0000000e+00
  1.0000000e+00  4.0000000e+00  4.3680286e+01 -6.3198018e+00
 -7.4124761e+00  8.8009863e+00 -2.6384125e+00 -3.3885832e+00
  2.0433509e-01 -4.2592034e+00  5.0628219e+00 -7.8691196e-01
  7.0482183e-01  4.6452055e+00  5.2127676e+00  4.3434254e+01
  5.6956875e+01  5.0740257e+01  3.7953014e+01  3.9988186e+01
  2.9772604e+01  2.3931067e+01  2.6552050e+01  1.9687294e+01
  2.1403465e+01  2.4000732e+01  5.3341889e-01  4.1667551e-01
  3.1440189e-01  1.9647720e-01  2.5975078e-01  3.7097561e-01
  3.2179534e-01  4.2518240e-01  4.2833298e-01  4.7487700e-01
  3.8253340e-01  3.2976246e-01  3.4726673e-01  2.6333520e-01
  2.8900903e-01  1.9021393e-01  2.5473231e-01  3.2905415e-01
  2.5849462e-01  3.3287767e-01  3.2188728e-01  3.6094666e-01
  3.2777756e-01  2.7022931e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\N\TRAINIF128F426416B.h5,SOUKPYI12A8C1349EB,,Backstreet Boys,The Call,Black & Blue,Backstreet Boys The Call Black & Blue,Backstreet Boys,"[236.2771     103.997       -2.801       10.           0.
   4.          46.760746    41.80782     10.3108015   25.378714
  11.078836    11.842455    -0.6399447   12.424617    -2.1289718
   6.8737655   -3.9492877   -3.4467144    5.5587196   52.58307
  52.24406     63.101196    36.779774    44.24232     30.605434
  31.938665    22.19477     26.040596    24.81299     18.930489
   0.54067004   0.4632012    0.3239477    0.3354034    0.34952515
   0.42724547   0.34740946   0.42433098   0.42837828   0.41480884
   0.4990181    0.43309757   0.28544268   0.2963652    0.24677351
   0.27775833   0.28934      0.32828438   0.28305224   0.30441687
   0.32081333   0.2937751    0.31990823   0.33438882]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\N\TRAINKW128F14AFD82.h5,SOROPBZ12A6D4FBC75,,1. Futurologischer Congress,Die Art von Mann,Patchwork,1. Futurologischer Congress Die Art von Mann Patchwork,1. Futurologischer Congress,"[ 1.9664934e+02  1.0771100e+02 -8.1660004e+00  9.0000000e+00
  0.0000000e+00  4.0000000e+00  4.5016701e+01  2.8858570e+01
 -3.5900871e+01 -7.9856200e+00  1.3136635e+01 -1.0420913e+01
  6.5215296e-01 -1.5886809e+01  4.6344695e+00 -1.5022341e+00
 -6.3478941e-01  2.9218047e+00  5.9632320e+00  4.5722782e+01
  6.2246117e+01  3.8931938e+01  3.2062653e+01  2.8910694e+01
  3.2543491e+01  2.5235477e+01  1.9592541e+01  2.1223303e+01
  1.6830416e+01  1.9138008e+01  3.9606470e-01  3.1455883e-01
  2.9268235e-01  3.7794352e-01  4.6680707e-01  2.9363647e-01
  1.9993646e-01  2.4330236e-01  2.0285882e-01  3.5489646e-01
  2.5705528e-01  1.6407648e-01  3.4720328e-01  2.9448757e-01
  3.0790678e-01  3.6868516e-01  3.2258815e-01  3.0617344e-01
  2.2597511e-01  2.7494836e-01  2.2882298e-01  3.5102478e-01
  2.6918346e-01  1.9826074e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\N\TRAINMM128F92ECF70.h5,SOGYDSV12A8C142A33,,Tom Collier,Eddie's Pad,Malllet Jazz,Tom Collier Eddie's Pad Malllet Jazz,Tom Collier,"[ 4.1142813e+02  1.1174300e+02 -1.7325001e+01  0.0000000e+00
  0.0000000e+00  4.0000000e+00  3.4471024e+01 -8.2585770e+01
 -4.1678276e+01 -2.8746402e+00  2.1303522e+01 -1.5882134e+01
 -6.0511432e+00 -4.7414918e+00  7.4316201e+00  3.1375089e+00
  2.2835214e+00 -4.9956341e+00  4.6926079e+00  5.4564754e+01
  3.5406574e+01  3.5795620e+01  3.1249643e+01  2.8254278e+01
  2.9842354e+01  1.8128345e+01  2.7124119e+01  1.7142309e+01
  1.3967610e+01  2.8754559e+01  3.7021616e-01  4.5439985e-01
  3.6691919e-01  2.7512568e-01  2.4019751e-01  2.0075552e-01
  3.1616369e-01  2.6348481e-01  2.7879488e-01  2.6766092e-01
  2.5970650e-01  2.1202280e-01  3.2354465e-01  3.6528316e-01
  3.1825104e-01  2.7893838e-01  2.6777005e-01  2.3055109e-01
  3.3606213e-01  2.7254438e-01  3.0400312e-01  2.8707656e-01
  2.7649671e-01  2.5008076e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\N\TRAINYU128F4246BD1.h5,SOOFHNG12A6D4FAB3A,,Heavenly,Liberty,Virus,Heavenly Liberty Virus,Heavenly,"[ 3.2762729e+02  1.7500700e+02 -4.2830000e+00  4.0000000e+00
  0.0000000e+00  4.0000000e+00  5.1952629e+01  5.8053486e+01
  9.3714943e+00 -6.7881227e+00 -9.1468649e+00 -3.1548332e+01
  1.8054556e+01 -1.5747870e+00  1.0482649e+01  7.6563959e+00
 -2.3359952e+00 -8.0437965e+00  2.6870682e+00  2.6262098e+01
  3.3234360e+01  2.1450691e+01  2.5756855e+01  1.9003084e+01
  2.2279497e+01  1.3912947e+01  1.4525294e+01  1.1161690e+01
  1.0235778e+01  1.7708527e+01  5.0869417e-01  6.2163323e-01
  4.2366043e-01  3.1255722e-01  4.3987617e-01  3.3857599e-01
  4.5109943e-01  4.1862851e-01  3.2784709e-01  3.0925611e-01
  2.5787899e-01  3.1543997e-01  3.0063167e-01  3.1414160e-01
  2.6549172e-01  2.1748911e-01  3.2129478e-01  2.6996633e-01
  3.4726498e-01  3.3864129e-01  2.8114238e-01  2.7738041e-01
  2.3723564e-01  2.6275948e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\O\TRAIOBB128F146A944.h5,SOBTTKT12A6D4F8314,,Julien Clerc,L'horizon Chimérique,Si J'étais Elle,Julien Clerc L'horizon Chimérique Si J'étais Elle,Julien Clerc,"[ 2.6493341e+02  1.2854900e+02 -8.6479998e+00  6.0000000e+00
  1.0000000e+00  4.0000000e+00  4.5094593e+01 -3.7220676e+01
 -1.2992584e+01 -1.9138922e+01  2.0444983e+01 -2.0619837e+01
 -1.4522925e+01 -6.7182055e+00  1.5655173e+01  9.9916214e-01
  7.9565102e-01  1.2714880e+01  5.4625978e+00  4.4224533e+01
  3.8549374e+01  3.3197708e+01  3.3425922e+01  2.3940178e+01
  2.5275764e+01  2.0465591e+01  2.4382437e+01  1.6157619e+01
  1.3382865e+01  1.3799093e+01  3.3438241e-01  5.4246533e-01
  1.8655074e-01  2.8632548e-01  1.7917946e-01  2.5874752e-01
  4.0763119e-01  2.0592202e-01  3.0954951e-01  1.9160149e-01
  3.7508538e-01  3.0784777e-01  2.7992129e-01  3.4453544e-01
  1.8021820e-01  3.1217808e-01  2.1384348e-01  2.7373698e-01
  3.6024466e-01  2.3048428e-01  3.1164932e-01  2.2199392e-01
  3.4015393e-01  3.3383176e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\O\TRAIOBS12903CC677C.h5,SOSEOSD12A58A7CFDC,,Los Morros Del Norte,Raza Cristalera,El Vaqueton,Los Morros Del Norte Raza Cristalera El Vaqueton,Los Morros Del Norte,"[130.76852    120.129       -7.092        7.           1.
   3.          45.090103    75.170364   -14.273745   -11.691851
   3.8724062   16.221743   -16.506033     2.8338287    3.96649
   6.8224916   -7.5430145    4.533171     7.2827535   42.37739
  50.68708     49.50816     36.17384     38.161278    23.93844
  26.753986    19.265726    20.32545     25.454756    18.844915
   0.4629399    0.53141165   0.487898     0.2992623    0.33772495
   0.2926284    0.4587796    0.53620034   0.34647176   0.3598907
   0.2523206    0.33913115   0.287277     0.296809     0.316462
   0.23537174   0.25360996   0.23540923   0.32582575   0.35149735
   0.26495275   0.28322136   0.21132074   0.2588243 ]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\O\TRAIOFC128F92EB038.h5,SOFTCFD12A8C14546C,,Moon Mullican,The Tie That Binds,Moon's Tune,Moon Mullican The Tie That Binds Moon's Tune,Moon Mullican,"[ 1.8131546e+02  1.1806400e+02 -2.3461000e+01  0.0000000e+00
  1.0000000e+00  3.0000000e+00  2.9323500e+01 -1.7575832e+02
  9.3485695e+01  8.0593786e+00  3.7539072e+00  2.3626108e+00
 -1.1577419e+00  1.8224102e+01 -7.2731659e+01 -7.6990929e+00
  8.1645161e-02 -1.9891531e+01  3.8546267e+00  4.0917122e+01
  4.4161060e+01  4.0900440e+01  3.6293385e+01  2.9604446e+01
  3.1641727e+01  2.3140339e+01  2.3743050e+01  2.0522209e+01
  1.5317282e+01  2.1835384e+01  5.2155244e-01  1.7326613e-01
  2.7319154e-01  1.6323388e-01  2.5865525e-01  1.9462097e-01
  2.1743347e-01  4.8201412e-01  1.5886089e-01  2.5434476e-01
  1.3256451e-01  2.9397985e-01  3.7045392e-01  1.8975410e-01
  3.1660804e-01  2.4208891e-01  2.7104396e-01  2.5911623e-01
  2.3796295e-01  3.7033662e-01  1.8470375e-01  3.0520537e-01
  1.9356303e-01  2.7362517e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\O\TRAIOKS12903CFEE8D.h5,SONTCDQ12AC9072D1A,,Helen Love,First Boyfriend,It's My Club And I'll Play What I Want To,Helen Love First Boyfriend It's My Club And I'll Play What I Want To,Helen Love,"[156.21179    195.026       -6.674        8.           1.
   5.          47.700638    45.224773    30.95916      9.445516
   8.182721    -9.438192    -5.511773     6.850046    -5.3108273
   7.642124     0.23217548  -2.352174     4.513131    38.238247
  42.34521     39.323566    31.101017    35.213825    28.155775
  22.886124    19.772879    19.90969     20.96089     19.017689
   0.4483816    0.47929806   0.27349165   0.5466685    0.30364764
   0.36326322   0.31499442   0.32571727   0.48132312   0.32271308
   0.426695     0.26661837   0.30083072   0.34007967   0.19565341
   0.3578933    0.21403249   0.28968018   0.24685016   0.2356864
   0.31717828   0.20919007   0.26831776   0.24523617]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\O\TRAIONR12903CFFB98.h5,SOKPFAL12AC90979AB,,Yuko Kanzaki,Seikurabe (Karaoke),Fuwari,Yuko Kanzaki Seikurabe (Karaoke) Fuwari,Yuko Kanzaki,"[ 1.45867294e+02  8.99800034e+01 -1.22700005e+01  0.00000000e+00
  1.00000000e+00  3.00000000e+00  3.76897125e+01 -1.16917725e+02
 -4.60268288e+01 -1.27407284e+01 -5.88200569e+00 -6.79101706e-01
 -6.56180239e+00 -1.86636753e+01 -3.45234179e+00 -8.97298050e+00
  9.84073460e-01  9.84104252e+00  4.75840950e+00  4.30629311e+01
  2.94715633e+01  4.16317406e+01  2.26514568e+01  2.82457275e+01
  1.94920139e+01  1.84268131e+01  1.54546471e+01  1.69804573e+01
  1.55401678e+01  1.57704487e+01  5.29596031e-01  7.41920918e-02
  2.71932214e-01  9.50621441e-02  4.38875705e-01  3.04132760e-01
  1.98968932e-01  4.12912428e-01  7.20819235e-02  2.46502832e-01
  4.36214693e-02  1.55875713e-01  3.76976818e-01  1.35175899e-01
  3.27802330e-01  1.36228070e-01  3.65692168e-01  3.16770464e-01
  1.55533567e-01  3.69433373e-01  1.01229012e-01  3.30852836e-01
  9.24687982e-02  2.13232622e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\O\TRAIOUL12903CD172D.h5,SOTUNNV12AB01854CD,,Moonface,G G Kah,Discoteca Ep 2,Moonface G G Kah Discoteca Ep 2,Moonface,"[ 5.0860364e+02  1.3007001e+02 -1.1516000e+01  1.0000000e+00
  1.0000000e+00  4.0000000e+00  4.1230362e+01  7.7303146e+01
 -1.4624169e+01  3.0030516e+01 -3.0732384e+01 -1.0978949e+01
  4.4348537e+01  2.2530413e+00  2.4348922e+00  1.5832389e+01
 -3.9666827e+00  1.2552170e+00  4.0114913e+00  5.8508064e+01
  4.8185875e+01  3.5691216e+01  3.6724804e+01  3.4325306e+01
  3.0329651e+01  2.0431252e+01  1.6734632e+01  2.1822422e+01
  1.8649933e+01  1.9767796e+01  7.9287201e-01  7.4408573e-01
  3.4694636e-01  3.1801710e-01  2.4895535e-01  2.4634671e-01
  2.7547407e-01  3.0266318e-01  3.1658226e-01  2.8758705e-01
  2.8444770e-01  2.4779563e-01  2.7930796e-01  2.2076347e-01
  2.6817384e-01  2.7796304e-01  2.2568350e-01  2.3710606e-01
  2.9582846e-01  3.0801389e-01  3.2584074e-01  3.0846581e-01
  2.6462823e-01  3.0618769e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\O\TRAIOWX128F14750E5.h5,SOWTBTR12A6D4F7881,,30 Seconds To Mars,The Mission,30 Seconds To Mars,30 Seconds To Mars The Mission 30 Seconds To Mars,30 Seconds To Mars,"[ 2.4502812e+02  1.9010201e+02 -4.6750002e+00  8.0000000e+00
  1.0000000e+00  4.0000000e+00  4.9836807e+01  2.5737221e+01
  2.1274036e+01  3.0639219e+00 -3.1326279e+01 -2.3887346e+01
  1.9369112e+00 -5.0279646e+00  1.3204608e+01  8.1996050e+00
  2.2439709e+00  2.9674871e+00  5.3728623e+00  4.7216415e+01
  3.8103657e+01  3.2851215e+01  2.3015003e+01  2.7097689e+01
  2.0236982e+01  2.0800453e+01  1.4625581e+01  1.4041602e+01
  1.5608640e+01  1.2190762e+01  5.3841347e-01  7.6468456e-01
  3.9566156e-01  4.6319449e-01  3.4580857e-01  3.6575037e-01
  3.0387595e-01  2.0637366e-01  2.9877183e-01  2.3492956e-01
  3.2102603e-01  2.5669986e-01  2.9138392e-01  3.1663668e-01
  2.5307095e-01  3.1681055e-01  2.4645002e-01  2.3043363e-01
  2.8270653e-01  1.8280651e-01  2.4989653e-01  1.8840273e-01
  2.4652393e-01  2.5832289e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\P\TRAIPAB128F42626AE.h5,SOSEMEI12A58A7C561,,Suicidal Tendencies,Two-Sided Politics,Still Cyco After All These Years,Suicidal Tendencies Two-Sided Politics Still Cyco After All These Years,Suicidal Tendencies,"[ 6.1831379e+01  2.3533701e+02 -7.4990001e+00  7.0000000e+00
  1.0000000e+00  1.0000000e+00  4.7289177e+01  6.2389595e+01
 -6.8079929e+00 -1.1452525e+01 -3.4743355e+01 -9.0862894e+00
 -7.8554311e+00  4.1370616e+00  4.9273152e+00  9.6255865e+00
 -3.1587899e+00  2.5518334e+00  4.4805951e+00  2.3159943e+01
  3.0595154e+01  3.2024841e+01  2.5627790e+01  3.0495680e+01
  1.6742062e+01  1.5517152e+01  2.0839033e+01  1.5225120e+01
  1.5714357e+01  1.4995355e+01  5.1163405e-01  4.8458695e-01
  3.3058333e-01  3.1372464e-01  3.7030435e-01  4.0155071e-01
  4.8721015e-01  5.6688768e-01  5.7555795e-01  4.4590217e-01
  4.3742028e-01  4.1367391e-01  3.0860147e-01  2.7529937e-01
  2.4476537e-01  2.1522442e-01  2.6492333e-01  2.6143351e-01
  2.7549523e-01  2.8863996e-01  2.7554974e-01  2.5016305e-01
  2.7702841e-01  2.7972889e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\P\TRAIPAC128F9320FAA.h5,SOVJMFO12AB017E9A7,,Grace Gale,La Matanza,Stronger_ Faster_ Science,Grace Gale La Matanza Stronger_ Faster_ Science,Grace Gale,"[ 2.4771873e+02  1.5517300e+02 -6.5330000e+00  0.0000000e+00
  0.0000000e+00  4.0000000e+00  4.8040039e+01  1.6745586e+01
  2.5605576e+01 -1.2549365e-01 -2.8657188e+01 -1.5455916e+01
 -1.4513862e+01  4.2250419e+00  1.4265217e+00  6.2255588e+00
  2.9371667e+00  1.5994402e+00  5.2284894e+00  3.6054974e+01
  3.4147377e+01  2.5869062e+01  2.7514351e+01  2.1542589e+01
  1.8848978e+01  1.7120117e+01  1.6666740e+01  1.2518520e+01
  1.3005944e+01  1.4527951e+01  5.7630283e-01  3.4665522e-01
  3.7636006e-01  4.6997201e-01  2.8584224e-01  3.3049491e-01
  2.6153180e-01  4.1824555e-01  4.7563869e-01  4.0083843e-01
  4.4270992e-01  3.5164887e-01  3.4110287e-01  2.3074144e-01
  2.5025553e-01  3.2097200e-01  1.9029871e-01  2.7184021e-01
  1.9101526e-01  2.5249133e-01  3.2544243e-01  2.6518121e-01
  3.0562755e-01  2.3443063e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\P\TRAIPBF12903D074F5.h5,SOHJIJB12AC468829E,,King Tee,On Tha Rox,Tha Triflin' Album,King Tee On Tha Rox Tha Triflin' Album,King Tee,"[109.13914    183.437       -6.211        6.           0.
   4.          45.34992     50.10209    -13.231588     2.5554018
  13.655562    13.592656   -10.222912     7.164262    -0.58716077
  15.100886    -8.136155    -3.5305476    4.9029694   50.957058
  45.171608    46.87646     34.180244    39.23189     25.975042
  30.622372    26.351154    24.100842    24.346813    18.217993
   0.6203159    0.542658     0.36260188   0.3101402    0.4376598
   0.3901196    0.54159254   0.5074299    0.557929     0.567486
   0.49477944   0.47284672   0.283457     0.2797828    0.26353696
   0.21007602   0.283374     0.22913106   0.3073073    0.3034584
   0.32231593   0.32548168   0.2762848    0.33034647]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\P\TRAIPBM128F424B87C.h5,SOOOTTC12A8C13279E,,Alain Morisod,L'Amour en Heritage,20 Melodies pour rever_ Volume 2,Alain Morisod L'Amour en Heritage 20 Melodies pour rever_ Volume 2,Alain Morisod,"[ 2.4165833e+02  1.3425400e+02 -1.9448999e+01  7.0000000e+00
  1.0000000e+00  4.0000000e+00  3.5370960e+01 -9.7690140e+01
  5.0941463e+01  1.2586884e+01  2.1661106e+01 -2.5689871e+01
  9.4159813e+00 -1.7019154e+01 -1.4625548e+01 -9.5907316e+00
  6.0042653e+00 -7.2040648e+00  4.1846142e+00  3.5124268e+01
  3.9150299e+01  1.5240665e+01  4.0869141e+01  1.4836299e+01
  1.9312897e+01  2.1013283e+01  2.5663368e+01  1.5461027e+01
  9.0609512e+00  2.1127914e+01  1.9586815e-01  1.6396746e-01
  4.9118665e-01  1.6369863e-01  2.2195719e-01  4.9253426e-02
  3.0634418e-01  6.0452741e-01  7.5404108e-02  2.7332535e-01
  6.8652399e-02  3.7005138e-01  2.1650855e-01  2.3697332e-01
  3.5911098e-01  2.5551128e-01  2.8689593e-01  7.1039334e-02
  3.0982575e-01  3.7953651e-01  7.0709012e-02  2.8576952e-01
  1.0419848e-01  3.1368273e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\P\TRAIPPV128F4274748.h5,SOEPZJJ12A58A7C130,,Kassav',Medley Final,Se Nou Manm (Live Au Zenith),Kassav' Medley Final Se Nou Manm (Live Au Zenith),Kassav',"[ 6.5567303e+02  1.3408600e+02 -8.2939997e+00  9.0000000e+00
  1.0000000e+00  4.0000000e+00  4.5888443e+01  3.6055622e+01
  3.0383598e+01  1.7757578e+01  3.8129673e+00 -1.6943256e+01
  2.0336361e+01 -7.7961999e-01  1.0013847e+01  8.4389000e+00
 -8.6697769e-01  5.9725469e-01  2.8107245e+00  3.4797417e+01
  3.5192757e+01  2.8645882e+01  2.7560095e+01  2.8596863e+01
  2.0628643e+01  1.8567913e+01  1.5607838e+01  1.5206642e+01
  1.5983303e+01  1.3758460e+01  5.8156127e-01  7.0931584e-01
  3.9842635e-01  3.4369069e-01  4.5603466e-01  3.7741402e-01
  3.5784620e-01  3.6686853e-01  3.4738758e-01  3.8113731e-01
  2.7092138e-01  2.8490904e-01  2.4307989e-01  3.0687353e-01
  2.9846051e-01  2.7903804e-01  3.2417551e-01  2.9842293e-01
  2.7076659e-01  2.9302481e-01  2.7346751e-01  3.0128035e-01
  2.1643418e-01  2.3549363e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\P\TRAIPQD128F4258D24.h5,SOCPSMO12A58A7C691,,X,All Over Now,At Home With You,X All Over Now At Home With You,X,"[ 2.33220764e+02  1.41845993e+02 -6.89799976e+00  9.00000000e+00
  0.00000000e+00  4.00000000e+00  4.91583710e+01  2.42050953e+01
  4.14297752e+01  5.78662872e+00 -4.49482498e+01 -1.77889519e+01
  3.04012756e+01  1.23582497e+01 -3.30928683e-01  3.47049046e+00
 -2.26666856e+00 -5.84818411e+00  3.65402794e+00  2.20374069e+01
  2.17580509e+01  2.33577499e+01  2.51270275e+01  2.41235466e+01
  1.53734045e+01  1.97159824e+01  1.25475569e+01  1.43852863e+01
  1.49062586e+01  1.12985497e+01  4.92187232e-01  5.51052034e-01
  5.55841029e-01  4.12503719e-01  5.92916787e-01  5.20670116e-01
  3.75491828e-01  3.18673104e-01  3.09635967e-01  3.75606239e-01
  3.09424967e-01  5.17175317e-01  2.58580357e-01  2.83347189e-01
  3.27345252e-01  2.20031485e-01  3.07264686e-01  2.93688655e-01
  2.01575413e-01  1.79654106e-01  2.03349277e-01  3.12188774e-01
  2.40363389e-01  2.84495741e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\P\TRAIPQN128F933A3AA.h5,SOQWOLC12AB018393D,,Sui Generis,Cuando Ya Me Empiece A Quedar Solo,Adios Sui Generis Vol III,Sui Generis Cuando Ya Me Empiece A Quedar Solo Adios Sui Generis Vol III,Sui Generis,"[ 3.35333435e+02  1.07592003e+02 -1.61110001e+01  7.00000000e+00
  0.00000000e+00  4.00000000e+00  3.03748550e+01 -2.34933968e+01
  1.60736771e+01 -1.57754736e+01  2.58090878e+00 -1.16220989e+01
 -2.42632446e+01  2.62125802e+00  1.04524145e+01  7.75426960e+00
 -3.18044281e+00 -2.43237481e-01  1.08772602e+01  6.62932816e+01
  5.18736954e+01  3.97846184e+01  4.73388481e+01  2.77627602e+01
  3.86235313e+01  2.33218822e+01  3.42020721e+01  1.54018278e+01
  1.56180420e+01  2.17736549e+01  2.93008983e-01  2.25055203e-01
  4.34359431e-01  2.76688069e-01  2.29798466e-01  2.20369712e-01
  2.34301671e-01  3.90142500e-01  2.00392812e-01  2.73453146e-01
  3.24567407e-01  2.37830549e-01  3.25612217e-01  2.43693531e-01
  3.51237625e-01  2.85762340e-01  2.56424367e-01  2.58763582e-01
  2.61019379e-01  3.44814897e-01  2.22727329e-01  2.86802202e-01
  3.29041660e-01  2.66346216e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\I\P\TRAIPST128F9302AE9.h5,SOZYRBU12AB0181196,,Eminem,Beautiful,Beautiful,Eminem Beautiful Beautiful,Eminem,"[ 3.97609344e+02  1.31955002e+02 -7.03800011e+00  5.00000000e+00
  0.00000000e+00  4.00000000e+00  4.08223267e+01  2.48644276e+01
 -5.02551231e+01  8.64379501e+00 -4.10359955e+01  2.31276464e+00
 -2.99155083e+01  1.83163333e+00  2.23443699e+01 -2.87170672e+00
 -2.48376465e+00  3.49119949e+00  7.45141983e+00  4.75338974e+01
  4.43521652e+01  5.11490746e+01  2.75447617e+01  4.23534393e+01
  1.76426773e+01  4.04258499e+01  1.36909685e+01  1.97621727e+01
  1.86786213e+01  1.54065742e+01  3.99895340e-01  5.22136867e-01
  2.09343463e-01  4.35882837e-01  1.85390875e-01  3.13873887e-01
  1.14851519e-01  2.31524155e-01  2.67810374e-01  8.46851543e-02
  1.55485690e-01  1.30835414e-01  2.96485096e-01  4.28541750e-01
  1.49635077e-01  4.28715765e-01  1.67061433e-01  3.26537281e-01
  1.46454468e-01  2.68038332e-01  2.85932243e-01  1.54621884e-01
  1.83358371e-01  1.78770006e-01]"
